Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH
E0,06/04/13,Reading,Southampton,0,2,A,0,1,A,M Jones,8,12,3,4,5,11,8,4,0,0,0,0,3.3,3.6,2.25,3.3,3.4,2.15,3.3,3.4,2.15,3.1,3.3,2.2,3,3.5,2.25,3.44,3.61,2.21,3.3
E0,06/04/13,Stoke,Aston Villa,1,3,A,0,1,A,M Clattenburg,6,11,2,8,16,11,4,2,3,1,0,0,2.1,3.4,4,2.05,3.2,3.8,2.05,3.2,3.8,2,3.3,3.6,2.1,3.3,3.5,2.09,3.35,4.12,2.15
E0,06/04/13,West Brom,Arsenal,1,2,A,0,1,A,H Webb,16,11,5,6,7,15,6,4,2,4,0,1,4.1,3.7,1.95,4.1,3.5,1.87,4.1,3.5,1.87,3.8,3.45,1.9,4,3.5,1.9,4.19,3.69,1.96,4
E0,07/04/13,Chelsea,Sunderland,2,1,H,0,1,A,N Swarbrick,14,7,7,3,9,15,8,5,0,2,0,0,1.36,5,11,1.3,5,10.5,1.3,5,10.5,1.33,4.8,8.3,1.33,5,9,1.34,5.42,11.3,1.33
E0,07/04/13,Liverpool,West Ham,0,0,D,0,0,D,A Taylor,19,10,12,4,8,4,12,2,0,1,0,0,1.36,5.5,9,1.35,5,8,1.35,5,8,1.35,4.8,7.6,1.36,5,7.5,1.35,5.5,10.02,1.36
E0,07/04/13,Newcastle,Fulham,1,0,H,0,0,D,K Friend,20,5,10,3,13,11,10,3,2,2,0,0,2.1,3.5,3.8,2,3.25,3.9,2,3.25,3.9,1.95,3.4,3.6,2.1,3.4,3.4,2.11,3.51,3.83,2.05
E0,07/04/13,QPR,Wigan,1,1,D,0,0,D,P Dowd,6,16,2,10,9,12,2,10,2,3,1,0,2.38,3.4,3.25,2.3,3.25,3.1,2.3,3.25,3.1,2.4,3.3,2.75,2.3,3.4,3,2.39,3.41,3.24,2.4
E0,07/04/13,Tottenham,Everton,2,2,D,1,1,D,A Marriner,19,9,10,5,14,8,7,6,1,1,0,0,2.2,3.4,3.6,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.2,3.3,3.2,2.2,3.46,3.61,2.2
E0,08/04/13,Man United,Man City,1,2,A,0,0,D,M Dean,16,9,7,5,13,18,9,4,3,5,0,0,2.3,3.5,3.3,2.2,3.4,3.2,2.2,3.4,3.2,2,3.3,3.6,2.2,3.4,3.2,2.24,3.48,3.5,2.3
E0,13/04/13,Arsenal,Norwich,3,1,H,0,0,D,M Jones,10,5,7,5,8,10,9,3,1,2,0,0,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.25,5.5,10.3,1.25,6,10,1.26,6.54,13.85,1.25
E0,13/04/13,Aston Villa,Fulham,1,1,D,0,0,D,P Dowd,15,8,7,3,5,15,8,5,1,2,0,0,2.3,3.3,3.5,2.25,3.2,3.25,2.25,3.2,3.25,2.2,3.3,3.1,2.2,3.3,3.25,2.31,3.42,3.39,2.3
E0,13/04/13,Everton,QPR,2,0,H,1,0,H,L Mason,14,8,10,5,6,12,13,5,3,3,0,0,1.44,4.75,8,1.4,4.6,7.5,1.4,4.6,7.5,1.42,4.5,6.7,1.44,4.33,7,1.47,4.73,7.84,1.44
E0,13/04/13,Reading,Liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,9,8,4,9,2,1,0,0,8,4.75,1.45,7.25,4.33,1.44,7.25,4.33,1.44,6.1,4,1.5,6.5,4.2,1.5,7.35,4.74,1.49,7
E0,13/04/13,Southampton,West Ham,1,1,D,0,0,D,M Dean,15,6,11,4,9,18,7,4,2,3,0,0,1.91,3.75,4.2,1.8,3.7,4.2,1.8,3.7,4.2,1.85,3.5,3.9,1.85,3.6,4,1.93,3.71,4.32,1.95
E0,14/04/13,Newcastle,Sunderland,0,3,A,0,1,A,H Webb,15,8,9,7,14,7,10,9,3,2,0,0,1.95,3.5,4.5,1.91,3.25,4.25,1.91,3.25,4.25,1.9,3.45,3.8,1.9,3.4,4,1.92,3.58,4.56,1.95
E0,14/04/13,Stoke,Man United,0,2,A,0,1,A,J Moss,13,9,4,3,9,9,3,7,1,1,0,0,7,3.9,1.6,6.5,3.75,1.55,6.5,3.75,1.55,5.1,3.6,1.65,6,3.75,1.57,6.94,4.12,1.58,6.5
E0,16/04/13,Arsenal,Everton,0,0,D,0,0,D,N Swarbrick,10,10,6,5,11,12,8,1,2,3,0,0,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.94,5.06,1.75
E0,17/04/13,Fulham,Chelsea,0,3,A,0,2,A,M Dean,11,13,7,10,11,11,6,5,2,1,0,0,4.75,3.8,1.8,4.5,3.8,1.72,4.5,3.8,1.72,3.8,3.45,1.9,4.33,3.4,1.83,4.87,3.81,1.79,4.5
E0,17/04/13,Man City,Wigan,1,0,H,0,0,D,J Moss,10,8,4,6,12,5,5,4,2,1,0,0,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.27,5.5,9,1.25,6,12,1.28,6.07,13.44,1.22
E0,17/04/13,West Ham,Man United,2,2,D,1,1,D,L Probert,10,15,4,9,9,7,2,5,1,0,0,0,5.5,3.9,1.7,5,3.75,1.67,5,3.75,1.67,5.1,3.6,1.65,5.5,3.5,1.66,5.71,4.1,1.66,5.5
E0,20/04/13,Fulham,Arsenal,0,1,A,0,1,A,A Marriner,7,10,5,7,13,8,7,3,0,2,1,1,5,4,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.5,3.75,1.75,5.05,3.91,1.76,4.5
E0,20/04/13,Norwich,Reading,2,1,H,0,0,D,M Dean,19,14,9,6,8,12,8,8,2,3,0,0,1.75,3.8,5.25,1.67,3.7,5,1.67,3.7,5,1.7,3.8,4.4,1.75,3.75,4.5,1.74,3.85,5.43,1.75
E0,20/04/13,QPR,Stoke,0,2,A,0,1,A,C Foy,25,11,11,4,8,14,5,5,1,2,0,0,2.25,3.4,3.5,2.1,3.4,3.4,2.1,3.4,3.4,2.2,3.3,3.1,2.2,3.25,3.3,2.24,3.34,3.64,2.3
E0,20/04/13,Sunderland,Everton,1,0,H,1,0,H,P Dowd,8,8,4,5,6,15,3,10,1,2,0,0,3.4,3.4,2.3,3.4,3.3,2.15,3.4,3.3,2.15,3,3.3,2.25,3.2,3.3,2.25,3.53,3.37,2.27,3.2
E0,20/04/13,Swansea,Southampton,0,0,D,0,0,D,M Halsey,14,9,7,5,11,13,7,2,0,0,0,0,2.38,3.5,3.1,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.1,3.1,2.2,3.4,3.1,2.38,3.45,3.22,2.4
E0,20/04/13,West Brom,Newcastle,1,1,D,0,1,A,M Jones,8,10,4,6,9,10,15,2,0,2,0,0,2.25,3.5,3.4,2.25,3.2,3.25,2.25,3.2,3.25,2.25,3.3,3,2.2,3.4,3.2,2.25,3.55,3.41,2.3
E0,20/04/13,West Ham,Wigan,2,0,H,1,0,H,N Swarbrick,17,18,11,10,12,11,3,6,3,1,0,0,2.3,3.5,3.3,2.3,3.25,3.1,2.3,3.25,3.1,2.2,3.2,3.2,2.2,3.4,3.2,2.29,3.51,3.35,2.3
E0,21/04/13,Liverpool,Chelsea,2,2,D,0,1,A,K Friend,23,9,12,6,8,11,8,5,5,2,0,0,2.15,3.6,3.6,2.05,3.5,3.4,2.05,3.5,3.4,2.2,3.3,3.1,2.2,3.3,3.25,2.14,3.55,3.68,2.2
E0,21/04/13,Tottenham,Man City,3,1,H,0,1,A,L Mason,11,11,8,7,11,10,4,5,3,3,0,0,3.25,3.6,2.3,3.2,3.25,2.25,3.2,3.25,2.25,2.9,3.3,2.3,3,3.4,2.29,3.28,3.54,2.31,3.2
E0,22/04/13,Man United,Aston Villa,3,0,H,3,0,H,A Taylor,10,8,5,5,10,6,5,3,1,0,0,0,1.25,6.75,13,1.22,6.75,10.5,1.22,6.75,10.5,1.25,5.5,10.3,1.25,6,10.5,1.27,6.38,12.88,1.29
E0,27/04/13,Everton,Fulham,1,0,H,1,0,H,J Moss,17,6,10,2,12,16,7,2,1,3,0,0,1.5,4.5,7.5,1.45,4.1,7.5,1.45,4.1,7.5,1.55,3.9,5.6,1.5,4,7,1.49,4.61,7.59,1.53
E0,27/04/13,Man City,West Ham,2,1,H,1,0,H,H Webb,16,9,10,6,9,7,9,4,1,3,0,0,1.29,6,12,1.25,5.5,12,1.25,5.5,12,1.27,5.2,10,1.25,5.5,12,1.28,6.16,13.05,1.29
E0,27/04/13,Newcastle,Liverpool,0,6,A,0,2,A,A Marriner,5,11,1,10,14,7,5,7,3,2,1,0,2.88,3.6,2.5,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.09,3.46,2.46,3
E0,27/04/13,Southampton,West Brom,0,3,A,0,1,A,R Madley,16,11,4,9,9,11,7,6,2,2,2,1,1.85,3.75,4.6,1.85,3.6,4.1,1.85,3.6,4.1,1.9,3.45,3.8,1.9,3.6,3.75,1.88,3.75,4.52,1.91
E0,27/04/13,Stoke,Norwich,1,0,H,0,0,D,A Taylor,12,5,4,0,10,8,5,3,4,2,0,0,2.25,3.3,3.6,2.15,3.2,3.5,2.15,3.2,3.5,2,3.2,3.7,2.1,3.2,3.75,2.3,3.21,3.65,2.15
E0,27/04/13,Wigan,Tottenham,2,2,D,1,1,D,M Atkinson,6,14,4,7,12,10,3,3,3,1,0,0,3.8,3.6,2.05,3.8,3.5,1.95,3.8,3.5,1.95,3.8,3.45,1.9,3.6,3.6,1.95,3.71,3.7,2.08,3.5
E0,28/04/13,Arsenal,Man United,1,1,D,1,1,D,P Dowd,19,10,13,5,12,10,7,2,3,5,0,0,2.25,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.3,2,3.4,3.5,2.25,3.5,3,2.22,3.63,3.4,2.25
E0,28/04/13,Chelsea,Swansea,2,0,H,2,0,H,M Clattenburg,21,11,14,8,9,10,6,3,1,3,0,0,1.36,5.5,9,1.3,5.25,9.5,1.3,5.25,9.5,1.25,5.5,10.3,1.36,5,7.5,1.37,5.4,9.45,1.36
E0,28/04/13,Reading,QPR,0,0,D,0,0,D,K Friend,13,15,7,5,12,14,9,7,0,2,0,0,2.55,3.5,2.88,2.5,3.4,2.7,2.5,3.4,2.7,2.5,3.3,2.65,2.6,3.4,2.6,2.54,3.51,2.93,2.6
E0,29/04/13,Aston Villa,Sunderland,6,1,H,2,1,H,L Probert,18,7,15,4,10,15,4,4,0,3,0,1,2.3,3.4,3.4,2.2,3.25,3.3,2.2,3.25,3.3,2,3.2,3.7,2.25,3.3,3.2,2.27,3.4,3.5,2.3
E0,04/05/13,Fulham,Reading,2,4,A,0,1,A,N Swarbrick,18,20,13,13,14,7,3,3,2,1,0,0,1.73,3.9,5.25,1.67,3.6,5.25,1.67,3.6,5.25,1.65,3.7,4.9,1.72,3.75,4.5,1.74,3.94,5.25,1.73
E0,04/05/13,Norwich,Aston Villa,1,2,A,0,0,D,K Friend,9,12,4,6,15,13,6,5,2,3,0,0,2.55,3.3,3,2.45,3.2,2.9,2.45,3.2,2.9,2.3,3.3,2.9,2.37,3.3,2.9,2.58,3.24,3.08,2.6
E0,04/05/13,QPR,Arsenal,0,1,A,0,1,A,J Moss,14,13,6,11,8,6,3,7,2,1,0,0,8,4.75,1.44,7.5,4.6,1.4,7.5,4.6,1.4,7.1,5,1.35,6.5,4.5,1.44,8.35,4.96,1.43,8
E0,04/05/13,Swansea,Man City,0,0,D,0,0,D,M Jones,7,12,1,8,9,10,4,4,0,0,0,0,5.25,3.8,1.75,4.75,3.75,1.7,4.75,3.75,1.7,4.5,3.7,1.7,4.8,3.6,1.75,5.18,3.79,1.78,5
E0,04/05/13,Tottenham,Southampton,1,0,H,0,0,D,M Clattenburg,7,10,4,6,8,9,5,5,1,1,0,0,1.44,4.75,8,1.45,4.5,6.5,1.45,4.5,6.5,1.4,4.6,6.8,1.5,4.33,6,1.48,4.7,7.68,1.5
E0,04/05/13,West Brom,Wigan,2,3,A,1,1,D,L Probert,17,13,11,8,9,7,7,5,4,3,0,0,2.45,3.5,3,2.35,3.25,3,2.35,3.25,3,2.3,3.3,2.9,2.25,3.4,3.1,2.39,3.56,3.11,2.4
E0,04/05/13,West Ham,Newcastle,0,0,D,0,0,D,P Dowd,9,11,3,6,12,12,7,3,1,1,0,0,2.38,3.4,3.25,2.35,3.2,3.1,2.35,3.2,3.1,2.3,3.3,2.9,2.25,3.4,3.1,2.37,3.53,3.17,2.4
E0,05/05/13,Liverpool,Everton,0,0,D,0,0,D,M Oliver,16,11,8,4,10,10,3,5,1,2,0,0,1.95,3.6,4.2,1.95,3.4,3.9,1.95,3.4,3.9,2,3.3,3.6,1.95,3.5,3.75,1.92,3.77,4.28,1.95
E0,05/05/13,Man United,Chelsea,0,1,A,0,0,D,H Webb,10,15,4,6,14,9,2,7,2,1,1,0,2.2,3.5,3.5,2.15,3.5,3.2,2.15,3.5,3.2,2.1,3.3,3.3,2.2,3.4,3.2,2.18,3.63,3.5,2.25
E0,06/05/13,Sunderland,Stoke,1,1,D,0,1,A,L Mason,14,11,7,7,6,12,5,6,2,2,1,0,2.1,3.3,4,2.05,3.2,3.8,2.05,3.2,3.8,1.85,3.45,4,2.1,3.2,3.75,2.12,3.33,4.02,2.15
E0,07/05/13,Man City,West Brom,1,0,H,1,0,H,P Dowd,21,20,9,11,10,9,6,8,2,1,0,0,1.4,5,9,1.34,5,8,1.34,5,8,1.35,4.8,7.6,1.33,5,9,1.39,5.26,8.84,1.36
E0,07/05/13,Wigan,Swansea,2,3,A,1,0,H,K Friend,14,10,11,6,14,13,4,4,2,2,0,0,1.83,3.75,4.75,1.72,3.6,4.75,1.72,3.6,4.75,1.8,3.5,4.2,1.8,3.6,4.33,1.83,3.83,4.68,1.8
E0,08/05/13,Chelsea,Tottenham,2,2,D,2,1,H,M Dean,15,13,8,6,6,16,6,5,1,2,0,0,1.95,3.75,4,1.87,3.6,3.9,1.87,3.6,3.9,1.8,3.5,4.2,1.95,3.6,3.6,1.99,3.66,4.07,1.95
E0,11/05/13,Aston Villa,Chelsea,1,2,A,1,0,H,L Mason,12,11,7,8,13,8,6,7,2,3,1,1,4.5,3.8,1.85,4.33,3.75,1.75,4.33,3.75,1.75,4.3,3.8,1.7,4.33,3.6,1.8,4.68,3.77,1.85,4.5
E0,12/05/13,Everton,West Ham,2,0,H,1,0,H,P Dowd,23,7,13,2,8,11,7,1,1,2,0,0,1.5,4.5,7.5,1.45,4.25,6.75,1.45,4.25,6.75,1.45,4,7,1.53,4.2,6,1.5,4.57,7.5,1.53
E0,12/05/13,Fulham,Liverpool,1,3,A,1,1,D,M Halsey,10,20,8,14,2,10,7,8,0,1,0,0,3.9,3.6,2.05,3.7,3.5,1.95,3.7,3.5,1.95,3.2,3.3,2.15,3.75,3.6,1.91,4,3.61,2.02,3.5
E0,12/05/13,Man United,Swansea,2,1,H,1,0,H,J Moss,16,5,9,2,5,6,7,5,0,0,0,0,1.3,5.75,12,1.25,5.75,10.5,1.25,5.75,10.5,1.27,5.2,10,1.3,5.5,9.5,1.31,5.9,11.5,1.33
E0,12/05/13,Norwich,West Brom,4,0,H,1,0,H,H Webb,11,8,8,5,10,7,8,2,2,1,0,0,2.2,3.4,3.6,2.1,3.3,3.4,2.1,3.3,3.4,1.9,3.5,3.7,2.2,3.5,3.2,2.21,3.44,3.6,2.25
E0,12/05/13,QPR,Newcastle,1,2,A,1,2,A,L Probert,8,10,3,7,8,8,2,2,1,3,0,1,3.4,3.4,2.3,3.1,3.4,2.2,3.1,3.4,2.2,3.3,3.3,2.1,3,3.4,2.3,3.31,3.42,2.35,3
E0,12/05/13,Stoke,Tottenham,1,2,A,1,1,D,K Friend,6,23,3,15,11,5,2,11,4,1,1,0,4.5,3.6,1.91,4.5,3.5,1.78,4.5,3.5,1.78,4,3.45,1.85,4,3.5,1.91,4.6,3.53,1.93,4.2
E0,12/05/13,Sunderland,Southampton,1,1,D,0,0,D,M Dean,5,15,5,10,9,10,3,10,0,2,0,0,2.8,3.2,2.8,2.65,3,2.75,2.65,3,2.75,2.5,3,2.8,2.62,3.2,2.75,2.86,3.12,2.87,2.8
E0,14/05/13,Arsenal,Wigan,4,1,H,1,1,D,M Dean,19,10,12,5,11,11,7,4,0,2,0,0,1.4,5.5,8,1.33,5.25,7.75,1.33,5.25,7.75,1.35,5,7.1,1.36,5,8,1.37,5.62,8.56,1.4
E0,14/05/13,Reading,Man City,0,2,A,0,1,A,M Atkinson,11,27,7,20,6,7,4,10,0,1,0,0,6,4.33,1.6,5.75,4.1,1.53,5.75,4.1,1.53,5.3,3.9,1.57,6,4.33,1.53,5.9,4.51,1.59,5.5
E0,19/05/13,Chelsea,Everton,2,1,H,1,1,D,A Taylor,20,16,10,9,7,8,7,4,2,2,0,0,1.7,4,5.5,1.65,3.75,5,1.65,3.75,5,1.5,4,6.1,1.67,3.75,5,1.68,4.05,5.61,1.73
E0,19/05/13,Liverpool,QPR,1,0,H,1,0,H,M Atkinson,27,10,20,3,7,3,14,0,1,3,0,0,1.25,7,12,1.2,6.5,12,1.2,6.5,12,1.22,5.5,12,1.25,6,11,1.24,6.77,15.09,1.25
E0,19/05/13,Man City,Norwich,2,3,A,1,1,D,M Halsey,12,12,5,7,10,8,7,7,1,0,0,0,1.33,5.5,11,1.25,5.5,11,1.25,5.5,11,1.3,5,9,1.33,5,8.5,1.31,5.69,11.89,1.33
E0,19/05/13,Newcastle,Arsenal,0,1,A,0,0,D,H Webb,7,9,2,3,17,10,4,4,1,2,0,0,6,4.6,1.55,6,4.33,1.48,6,4.33,1.48,6.5,4.2,1.45,5.5,4,1.57,6.4,4.59,1.55,5.5
E0,19/05/13,Southampton,Stoke,1,1,D,0,0,D,L Probert,11,7,7,3,9,7,3,4,0,2,0,0,1.75,3.8,5.25,1.75,3.5,4.75,1.75,3.5,4.75,1.8,3.4,4.3,1.8,3.5,4.5,1.77,3.72,5.36,1.8
E0,19/05/13,Swansea,Fulham,0,3,A,0,1,A,L Mason,19,8,11,6,12,9,8,0,2,1,0,0,1.8,3.8,4.75,1.72,3.75,4.5,1.72,3.75,4.5,1.8,3.5,4.2,1.73,3.75,4.5,1.78,3.77,5.15,1.8
E0,19/05/13,Tottenham,Sunderland,1,0,H,0,0,D,A Marriner,23,6,19,4,6,12,14,1,1,3,0,1,1.29,6,12,1.22,6,12,1.22,6,12,1.27,5.2,10,1.3,5,10,1.29,6.05,12.4,1.3
E0,19/05/13,West Brom,Man United,5,5,D,1,3,A,M Oliver,15,12,8,8,10,6,3,5,0,1,0,0,4.5,3.9,1.83,4.5,3.6,1.75,4.5,3.6,1.75,4.2,3.5,1.8,4.33,3.75,1.75,4.48,3.88,1.85,4.33
E0,19/05/13,West Ham,Reading,4,2,H,2,0,H,M Dean,21,17,12,7,14,8,6,4,2,1,0,0,1.67,4,5.75,1.6,3.8,5.5,1.6,3.8,5.5,1.7,3.6,4.7,1.7,3.75,4.8,1.65,4.09,5.88,1.7
E0,19/05/13,Wigan,Aston Villa,2,2,D,2,1,H,N Swarbrick,12,5,6,2,8,12,4,2,2,1,0,0,2.15,3.6,3.6,2,3.5,3.5,2,3.5,3.5,2.1,3.3,3.3,2.05,3.5,3.4,2.1,3.66,3.7,2.15
